,Student_ID,Term,Section_ID,Instructor_ID,Main_CourseID,Age,FirstGen,Military,FosterYouth,DSPS,FinAid,Units_Attempted_Beg_Of_Term,GPA_Beg_Of_Term,TermUnitsAttempted,K12_Student,First_Time_College_Student,Nonresident_Tuition_Exempt,International,Nonresident,WR_Center,Main_Course_SuccessFlag,Main_Course_GradePoints,HS_GPA,Online,N_Center_Visits,Center_Attendance_Hours,N_Conf,WR_Center_FailFlag,HS_GPA_Flag,CC_GPA_Flag,Gender_Female,Gender_Male,Ethnicity_Asian,Ethnicity_Hispanic / Latino,Ethnicity_Mixed Ethnicity,"Ethnicity_White, Non-Hispanic"
144,396,Year 1 Fall,107,6216,ENG 1,19,0,0,0,0,0,0.0,,9.0,0,0,0,0,0,0,1,4,3.6,0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1
145,398,Year 1 Fall,115,1938,ENG 1,20,1,0,0,0,1,31.0,2.19354838709677,10.0,0,0,0,0,0,0,1,3,3.3,1,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
146,400,Year 1 Fall,166,2321,ENG 1,17,0,0,0,0,0,36.0,3.41666666666667,8.0,1,0,0,0,0,0,1,3,3.55,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
147,401,Year 1 Fall,166,2321,ENG 1,17,0,0,0,0,0,36.0,3.16666666666667,11.0,1,0,0,0,0,0,1,4,,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,0
148,404,Year 1 Fall,98,1980,ENG 1,23,0,0,0,0,0,52.0,3.71153846153846,14.0,0,0,0,0,0,0,1,4,,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1
149,409,Year 1 Fall,115,1938,ENG 1,36,1,0,0,0,1,46.5,3.80645161290323,4.0,0,0,0,0,0,0,1,3,,1,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0
150,411,Year 1 Fall,88,8483,ENG 1,19,0,0,0,1,0,40.0,3.325,15.0,0,0,0,0,0,0,1,4,3.0,0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
151,412,Year 1 Fall,114,1938,ENG 1,18,1,0,0,0,0,8.0,4.0,13.0,0,1,0,0,0,0,1,4,4.0,1,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
152,413,Year 1 Fall,83,9927,ENG 1,22,0,0,0,0,0,27.0,2.40740740740741,7.0,0,0,0,0,0,0,1,2,,0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0
153,415,Year 1 Fall,166,2321,ENG 1,17,0,0,0,0,0,36.0,4.0,8.0,1,0,0,0,0,0,1,4,3.922,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
154,418,Year 1 Fall,93,2017,ENG 1,17,0,0,0,0,1,29.0,3.10344827586207,17.0,0,0,0,0,0,0,1,4,3.75,0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
155,420,Year 1 Fall,106,2017,ENG 1,20,0,0,0,0,1,32.0,3.34375,15.0,0,0,0,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0
156,426,Year 1 Fall,166,2321,ENG 1,39,1,0,0,0,0,61.0,3.40163934426229,13.0,0,0,0,1,0,0,1,3,,0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0
157,430,Year 1 Fall,101,3984,ENG 1,21,0,0,0,1,1,41.0,2.31707317073171,9.0,0,0,0,0,0,1,1,2,,0,28.0,24.4958333333333,0.0,0.0,0,1,1,0,0,0,0,1
158,431,Year 1 Fall,165,1953,ENG 1,19,1,0,0,0,1,7.0,4.0,15.0,0,1,0,0,0,0,1,4,3.4,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
159,432,Year 1 Fall,84,2001,ENG 1,22,0,0,0,0,0,61.0,2.38524590163934,13.0,0,0,0,1,0,0,0,0,,0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0
160,434,Year 1 Fall,103,9412,ENG 1,30,1,0,0,0,0,47.0,3.87234042553191,12.0,0,0,0,0,0,0,1,4,,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1
161,437,Year 1 Fall,95,2351,ENG 1,20,0,0,0,1,0,49.0,2.57142857142857,10.0,0,0,0,0,0,0,1,3,,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1
162,440,Year 1 Fall,110,3598,ENG 1,26,1,0,0,0,0,3.0,0.0,4.0,0,0,0,0,0,0,0,1,2.7,0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
163,450,Year 1 Fall,114,1938,ENG 1,42,1,0,0,0,1,31.0,4.0,12.0,0,0,0,0,0,0,1,4,,1,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1
164,455,Year 1 Fall,97,1833,ENG 1,17,0,0,0,0,1,7.0,2.71428571428571,8.0,0,1,0,0,0,0,1,4,3.8,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
165,460,Year 1 Fall,111,8605,ENG 1,20,1,0,0,0,1,20.5,2.48780487804878,12.0,0,0,0,0,0,0,1,2,3.0,1,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
166,461,Year 1 Fall,86,1515,ENG 1,20,0,0,0,0,1,48.0,2.64583333333333,9.0,0,0,0,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,0
167,463,Year 1 Fall,165,1953,ENG 1,17,0,0,0,0,0,47.0,3.80851063829787,8.0,1,0,0,0,0,0,1,4,3.455,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
168,465,Year 1 Fall,84,2001,ENG 1,20,0,0,0,0,0,34.0,2.76470588235294,18.0,0,0,0,0,0,0,1,3,2.5,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
169,466,Year 1 Fall,95,2351,ENG 1,20,1,0,0,0,1,3.0,2.0,4.0,0,0,0,0,0,0,1,2,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
170,468,Year 1 Fall,77,1658,ENG 1,20,0,0,0,0,0,40.0,3.2,4.0,0,0,0,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1
171,469,Year 1 Fall,74,5224,ENG 1,20,0,0,0,0,1,16.0,2.0,11.0,0,0,0,0,0,0,1,3,3.4,0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
172,473,Year 1 Fall,110,3598,ENG 1,28,1,0,0,0,1,35.0,4.0,8.0,0,0,0,0,0,1,1,4,,0,24.0,24.8983333333334,11.0,0.0,0,1,1,0,0,0,0,1
173,474,Year 1 Fall,95,2351,ENG 1,19,0,0,0,0,0,42.0,3.11904761904762,17.5,0,0,0,0,0,0,1,2,2.672,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
174,475,Year 1 Fall,73,9589,ENG 1,20,0,0,0,0,0,54.5,3.14678899082569,10.0,0,0,0,0,0,1,1,3,,0,3.0,4.57972222222222,0.0,1.0,0,1,1,0,0,0,1,0
175,476,Year 1 Fall,114,1938,ENG 1,18,0,0,0,0,1,18.0,3.83333333333333,25.0,0,0,0,0,0,0,1,4,3.3,1,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
176,482,Year 1 Fall,112,9569,ENG 1,19,1,0,0,0,1,26.5,2.86792452830189,10.0,0,0,0,0,0,0,1,4,2.83,1,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
177,485,Year 1 Fall,113,9569,ENG 1,20,1,0,0,0,0,35.0,3.82857142857143,7.0,0,0,0,0,0,0,1,4,3.078,1,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
178,487,Year 1 Fall,85,4776,ENG 1,20,0,0,0,0,1,53.0,2.39622641509434,7.0,0,0,0,0,0,0,0,0,1.466,0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0
179,488,Year 1 Fall,108,8975,ENG 1,20,0,0,0,0,1,0.0,,0.0,0,0,0,0,0,1,0,0,2.5,0,1.0,0.0788888888888889,0.0,1.0,1,0,1,0,1,0,0,0
180,491,Year 1 Fall,72,2038,ENG 1,20,0,0,0,0,1,50.0,2.58,11.0,0,0,0,0,0,1,0,0,2.689,0,4.0,1.52,0.0,1.0,1,1,0,1,0,0,0,1
181,492,Year 1 Fall,93,2017,ENG 1,23,0,0,0,0,1,10.0,3.5,7.0,0,0,0,0,0,0,0,0,3.0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0
182,494,Year 1 Fall,164,9935,ENG 1,39,1,0,0,1,1,39.0,2.80769230769231,3.0,0,0,0,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,0
183,498,Year 1 Fall,95,2351,ENG 1,20,1,0,0,0,0,23.0,2.26086956521739,7.0,0,0,0,0,0,1,1,2,2.493,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
184,501,Year 1 Fall,114,1938,ENG 1,52,1,0,0,0,1,39.5,2.53164556962025,4.0,0,0,0,0,0,0,1,4,,1,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0
185,503,Year 1 Fall,72,2038,ENG 1,20,1,0,0,0,1,25.0,0.88,9.0,0,0,0,0,0,0,1,3,3.02,0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0
186,508,Year 1 Fall,101,3984,ENG 1,20,0,0,0,1,0,25.0,2.92,4.0,0,0,0,0,0,0,1,3,3.348,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
187,512,Year 1 Fall,74,5224,ENG 1,18,0,0,0,0,0,4.5,4.0,15.0,0,1,0,0,0,0,1,3,3.4,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
188,513,Year 1 Fall,113,9569,ENG 1,21,1,0,0,0,0,51.0,2.82352941176471,10.0,0,0,0,0,0,0,1,3,,1,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,0
189,520,Year 1 Fall,113,9569,ENG 1,20,0,0,0,0,0,13.0,3.76923076923077,14.0,0,0,0,0,0,0,1,3,3.8,1,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
190,523,Year 1 Fall,92,1597,ENG 1,20,1,0,0,0,1,31.0,3.38709677419355,12.0,0,0,0,0,0,0,1,3,2.7,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
191,527,Year 1 Fall,86,1515,ENG 1,18,1,0,0,0,0,7.0,4.0,12.0,0,1,0,0,0,0,1,4,3.62,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
192,528,Year 1 Fall,95,2351,ENG 1,19,1,0,0,0,1,15.0,1.8,0.0,0,0,0,0,0,0,0,0,3.75,0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
193,532,Year 1 Fall,95,2351,ENG 1,18,0,0,0,0,0,3.0,4.0,15.0,0,1,0,0,0,0,1,4,3.56,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
194,537,Year 1 Fall,110,3598,ENG 1,20,0,0,0,0,0,27.0,2.18518518518519,15.0,0,0,1,0,0,0,1,2,2.3,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
195,538,Year 1 Fall,103,9412,ENG 1,20,0,0,0,0,1,12.0,3.5,12.0,0,0,1,0,0,0,1,4,3.8,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
196,540,Year 1 Fall,91,5224,ENG 1,19,1,0,0,1,0,24.0,3.04166666666667,9.0,0,0,0,0,0,1,1,3,2.816,0,23.0,31.5511111111111,2.0,0.0,1,1,1,0,0,0,0,1
197,543,Year 1 Fall,166,2321,ENG 1,19,0,0,0,0,1,27.0,2.40740740740741,15.0,0,0,0,0,0,0,1,4,3.15,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
198,544,Year 1 Fall,70,9412,ENG 1,18,0,0,0,0,0,0.0,,17.0,0,1,0,0,0,0,1,3,3.03,0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1
200,553,Year 1 Fall,74,5224,ENG 1,17,0,0,0,0,1,10.0,3.0,12.0,0,1,0,0,0,0,1,3,2.85,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
201,554,Year 1 Fall,101,3984,ENG 1,19,1,0,0,0,1,37.0,3.40540540540541,9.0,0,0,0,0,0,1,1,3,,0,20.0,24.1027777777778,1.0,1.0,0,1,1,0,0,0,0,1
202,556,Year 1 Fall,111,8605,ENG 1,25,0,0,0,0,0,5.0,2.0,11.0,0,0,0,0,1,0,1,4,3.0,1,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
203,557,Year 1 Fall,105,1612,ENG 1,21,0,0,0,1,1,27.5,2.21818181818182,12.0,0,0,0,0,0,0,1,2,,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0
204,558,Year 1 Fall,95,2351,ENG 1,18,0,0,0,0,0,6.5,3.23076923076923,13.0,0,0,0,0,0,0,1,4,3.4,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
205,560,Year 1 Fall,74,5224,ENG 1,21,1,0,0,1,1,66.0,2.15151515151515,3.0,0,0,0,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1
206,567,Year 1 Fall,82,1658,ENG 1,22,0,0,0,0,0,45.0,2.4,10.0,0,0,0,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1
207,568,Year 1 Fall,104,1612,ENG 1,43,0,0,0,0,0,20.0,4.0,4.0,0,0,0,0,0,1,1,3,,0,20.0,25.1427777777778,11.0,0.0,0,1,1,0,0,0,0,1
208,570,Year 1 Fall,71,3598,ENG 1,17,0,0,0,0,0,4.0,3.25,18.0,0,1,0,0,0,1,1,4,3.28,0,25.0,24.3744444444444,1.0,1.0,1,1,1,0,0,0,0,1
209,571,Year 1 Fall,115,1938,ENG 1,20,0,0,0,0,1,27.0,2.55555555555556,13.0,0,0,0,0,0,0,1,4,1.184,1,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
210,572,Year 1 Fall,92,1597,ENG 1,18,1,0,0,0,0,5.0,3.0,10.0,0,1,0,0,0,0,1,3,3.0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0
211,576,Year 1 Fall,84,2001,ENG 1,18,1,0,0,0,0,3.0,1.0,12.0,0,1,0,0,0,0,0,0,2.55,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
212,578,Year 1 Fall,85,4776,ENG 1,18,0,0,0,0,0,4.0,4.0,13.0,0,1,0,0,0,0,1,3,3.25,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
213,590,Year 1 Fall,87,3984,ENG 1,18,1,0,0,0,1,3.0,4.0,17.0,0,1,0,0,0,0,1,4,3.34,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
214,592,Year 1 Fall,90,2321,ENG 1,18,0,0,0,0,0,0.0,,15.0,0,1,0,0,0,0,1,4,3.97,0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1
215,593,Year 1 Fall,98,1980,ENG 1,17,0,0,0,0,0,0.0,,10.0,0,1,0,0,0,0,1,4,3.77,0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0
216,596,Year 1 Fall,88,8483,ENG 1,20,0,0,0,0,1,0.0,,0.0,0,1,0,0,0,0,0,0,3.7,0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1
217,597,Year 1 Fall,81,2001,ENG 1,17,0,0,0,0,0,14.0,3.78571428571429,17.0,0,0,0,0,0,0,1,4,3.28,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
218,602,Year 1 Fall,84,2001,ENG 1,22,1,0,0,0,1,31.0,2.12903225806452,6.0,0,0,0,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1
219,605,Year 1 Fall,114,1938,ENG 1,17,1,0,0,1,0,7.0,3.42857142857143,15.0,0,1,0,0,0,0,1,4,3.36,1,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
220,606,Year 1 Fall,70,9412,ENG 1,18,0,0,0,0,0,0.0,,13.0,0,1,0,0,0,0,1,4,3.8,0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0
221,607,Year 1 Fall,72,2038,ENG 1,20,0,0,0,0,0,15.0,2.8,10.0,0,0,0,0,0,0,1,3,,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1
222,609,Year 1 Fall,83,9927,ENG 1,20,1,0,0,0,0,33.0,2.90909090909091,15.0,0,0,0,0,0,0,1,4,3.047,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
223,612,Year 1 Fall,102,1672,ENG 1,18,0,0,0,0,0,3.0,4.0,11.0,0,1,0,0,0,0,1,3,3.6,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
224,615,Year 1 Fall,221,9102,ENG 1,27,1,0,0,0,0,5.0,3.0,4.0,0,0,0,0,0,0,0,0,3.83,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
225,622,Year 1 Fall,79,9014,ENG 1,20,1,0,0,0,1,46.5,2.08602150537634,13.0,0,0,0,0,0,0,1,4,2.64,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
226,625,Year 1 Fall,105,1612,ENG 1,18,0,0,0,0,0,11.0,3.09090909090909,13.0,0,1,0,0,0,0,1,3,2.7,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
227,649,Year 1 Fall,111,8605,ENG 1,17,0,0,0,0,0,0.0,,16.0,0,1,0,0,0,0,1,3,3.1,1,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1
228,653,Year 1 Fall,101,3984,ENG 1,21,1,0,0,0,1,49.0,3.55102040816327,12.0,0,0,0,0,0,1,1,4,,0,30.0,24.6213888888889,0.0,0.0,0,1,1,0,1,0,0,0
229,656,Year 1 Fall,96,1900,ENG 1,23,0,0,0,0,1,3.0,1.0,10.0,0,0,0,0,0,0,1,4,3.33,0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
230,659,Year 1 Fall,81,2001,ENG 1,20,0,0,0,0,0,32.0,3.90625,6.0,0,0,0,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1
231,662,Year 1 Fall,78,8975,ENG 1,20,0,0,0,1,1,40.0,2.3,9.0,0,0,0,0,0,0,1,2,,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0
232,663,Year 1 Fall,109,8483,ENG 1,18,0,0,0,0,1,0.0,,9.0,0,1,0,0,0,1,0,1,3.3,0,36.0,28.7863888888889,5.0,0.0,1,0,0,1,0,0,0,1
233,664,Year 1 Fall,79,9014,ENG 1,20,0,0,0,0,0,35.0,3.05714285714286,15.0,0,0,0,0,0,0,1,4,,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1
234,665,Year 1 Fall,103,9412,ENG 1,20,1,0,0,0,0,39.0,2.3974358974359,19.0,0,0,0,1,0,0,1,2,,0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0
235,666,Year 1 Fall,105,1612,ENG 1,19,1,0,0,0,1,19.0,2.57894736842105,7.0,0,0,1,0,0,0,1,2,2.33,0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0
236,670,Year 1 Fall,74,5224,ENG 1,17,0,0,0,1,0,29.5,4.0,7.0,1,0,0,0,0,0,1,4,4.0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
237,672,Year 1 Fall,93,2017,ENG 1,37,1,0,0,0,1,18.0,3.66666666666667,0.0,0,0,0,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1
238,673,Year 1 Fall,95,2351,ENG 1,21,0,0,0,0,1,11.5,3.30434782608696,12.0,0,0,0,0,0,0,1,3,3.0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
239,682,Year 1 Fall,103,9412,ENG 1,22,0,0,0,0,1,28.5,3.78947368421053,12.0,0,0,0,0,0,0,1,3,4.0,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
240,684,Year 1 Fall,90,2321,ENG 1,21,1,0,0,0,0,21.0,3.47619047619048,13.0,0,0,0,0,0,0,1,3,,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,0
241,686,Year 1 Fall,86,1515,ENG 1,35,0,0,0,0,1,36.0,3.91666666666667,14.0,0,0,0,0,0,1,0,0,,0,30.0,27.3319444444444,19.0,0.0,0,1,1,0,0,0,0,1
242,687,Year 1 Fall,73,9589,ENG 1,18,0,0,0,0,1,0.0,,12.0,0,1,0,0,0,0,1,4,3.3,0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1
243,690,Year 1 Fall,83,9927,ENG 1,19,0,0,0,0,1,5.5,4.0,9.0,0,1,0,0,0,0,0,1,3.66,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
244,691,Year 1 Fall,78,8975,ENG 1,20,1,0,0,0,0,49.0,2.97959183673469,13.0,0,0,0,0,0,0,1,3,2.276,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
245,692,Year 1 Fall,107,6216,ENG 1,22,0,0,0,0,0,0.0,,10.0,0,0,0,0,0,0,1,3,3.6,0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0
246,694,Year 1 Fall,87,3984,ENG 1,18,0,0,1,1,0,7.0,4.0,13.0,0,1,0,0,0,0,1,3,3.76,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
247,698,Year 1 Fall,110,3598,ENG 1,34,1,0,0,0,0,20.0,2.5,7.0,0,0,0,0,0,1,1,2,,0,17.0,24.2538888888889,5.0,0.0,0,1,1,0,1,0,0,0
248,708,Year 1 Fall,102,1672,ENG 1,20,0,0,0,0,0,32.0,2.78125,10.0,0,0,0,0,0,0,1,4,3.3,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
249,713,Year 1 Fall,101,3984,ENG 1,24,0,0,0,0,1,47.0,4.0,13.0,0,0,0,0,0,1,1,4,,0,34.0,28.9288888888889,8.0,0.0,0,1,1,0,0,0,0,1
250,714,Year 1 Fall,108,8975,ENG 1,19,0,0,0,0,0,5.0,2.0,11.0,0,0,0,0,0,1,1,3,2.47,0,5.0,8.14611111111111,5.0,1.0,1,1,0,1,1,0,0,0
251,721,Year 1 Fall,95,2351,ENG 1,24,0,0,0,0,1,28.5,4.0,15.0,0,0,0,0,0,0,1,3,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
252,723,Year 1 Fall,115,1938,ENG 1,21,1,0,0,0,1,33.5,2.08955223880597,7.0,0,0,0,0,0,0,1,4,,1,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0
253,726,Year 1 Fall,101,3984,ENG 1,20,0,0,0,0,0,44.5,2.87640449438202,14.0,0,0,0,1,0,0,1,3,,0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0
254,731,Year 1 Fall,94,1649,ENG 1,19,1,0,0,0,1,24.0,2.79166666666667,13.0,0,0,0,0,0,0,1,3,2.652,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
255,733,Year 1 Fall,101,3984,ENG 1,19,0,0,0,0,0,56.5,3.69911504424779,16.0,0,0,0,1,0,0,1,4,,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1
256,741,Year 1 Fall,111,8605,ENG 1,33,0,0,0,0,0,3.0,4.0,13.0,0,0,0,0,0,0,1,4,,1,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1
257,742,Year 1 Fall,104,1612,ENG 1,19,1,0,0,0,0,34.5,2.02898550724638,8.0,0,0,0,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,0
258,743,Year 1 Fall,72,2038,ENG 1,20,0,0,0,0,1,23.5,2.46808510638298,11.0,0,0,0,0,0,1,1,3,,0,24.0,32.6447222222222,0.0,0.0,0,1,0,1,0,1,0,0
260,749,Year 1 Fall,83,9927,ENG 1,20,0,0,0,0,1,22.0,2.59090909090909,7.0,0,0,0,0,0,0,1,3,,0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0
262,762,Year 1 Fall,108,8975,ENG 1,17,0,0,0,0,1,0.0,,14.0,0,1,0,0,0,1,0,0,2.56,0,22.0,24.9002777777778,4.0,0.0,1,0,1,0,0,0,1,0
263,766,Year 1 Fall,94,1649,ENG 1,21,0,0,0,0,0,30.5,2.91803278688525,10.0,0,0,0,0,0,1,1,3,3.6,0,13.0,8.63111111111111,0.0,1.0,1,1,0,1,0,0,0,1
264,768,Year 1 Fall,110,3598,ENG 1,30,1,0,0,0,1,33.5,3.85074626865672,8.0,0,0,0,0,0,1,1,3,,0,15.0,24.9561111111111,7.0,0.0,0,1,1,0,1,0,0,0
265,770,Year 1 Fall,79,9014,ENG 1,18,0,0,0,0,1,5.0,2.0,14.0,0,0,0,0,0,1,1,3,3.33,0,4.0,4.50055555555556,1.0,1.0,1,1,1,0,0,0,0,1
266,774,Year 1 Fall,72,2038,ENG 1,19,1,0,0,0,1,10.0,2.5,4.0,0,0,0,0,0,0,1,2,3.1,0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
267,775,Year 1 Fall,87,3984,ENG 1,18,0,0,0,0,0,9.0,2.55555555555556,15.0,0,1,0,0,0,0,1,3,2.94,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
268,776,Year 1 Fall,75,1515,ENG 1,33,0,0,0,0,1,15.0,4.0,11.5,0,0,0,0,0,1,1,3,3.0,0,24.0,26.6830555555556,9.0,0.0,1,1,1,0,0,0,0,1
269,778,Year 1 Fall,79,9014,ENG 1,19,0,0,0,0,1,18.0,2.16666666666667,17.5,0,0,0,0,0,0,1,3,2.8,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
270,779,Year 1 Fall,81,2001,ENG 1,19,0,0,0,0,0,44.0,2.15909090909091,10.0,0,0,0,0,0,0,1,2,2.8,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
271,781,Year 1 Fall,110,3598,ENG 1,18,1,0,0,0,1,6.0,2.0,13.0,0,1,0,0,0,1,1,3,3.1,0,18.0,18.7580555555556,5.0,0.0,1,1,0,1,0,0,0,1
272,786,Year 1 Fall,85,4776,ENG 1,20,1,0,0,0,0,32.0,2.5,7.0,0,0,0,0,0,0,1,3,2.7,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
273,788,Year 1 Fall,82,1658,ENG 1,19,0,0,0,0,1,43.0,2.7906976744186,16.0,0,0,0,0,0,0,1,2,3.22,0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
274,789,Year 1 Fall,113,9569,ENG 1,20,0,0,0,0,1,20.0,2.05,0.0,0,0,0,0,0,0,0,0,3.7,1,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
275,791,Year 1 Fall,105,1612,ENG 1,19,1,0,0,0,1,23.5,2.76595744680851,6.0,0,0,0,0,0,0,0,1,2.67,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
276,793,Year 1 Fall,104,1612,ENG 1,18,0,0,0,0,1,29.5,1.91525423728814,8.5,0,0,0,0,0,0,0,0,2.6,0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0
277,796,Year 1 Fall,76,8450,ENG 1,19,0,0,0,0,0,30.0,4.0,15.0,0,0,0,0,0,1,1,4,3.84,0,38.0,27.2225,3.0,0.0,1,1,1,0,1,0,0,0
278,797,Year 1 Fall,95,2351,ENG 1,19,0,0,0,0,0,36.5,4.0,13.0,0,0,0,0,0,0,1,3,3.59,0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
